"ST1. Nomenclature of 2,925 proteins analyzed in the Interval and LonGenity cohorts. Corresponding external identifiers were provided by Somalogic.",,,,,,,,,,
,,,,,,,,,,
ID,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units
CLEC2B.7786.83.3,7786.83,3,SL015109,C-type lectin domain family 2 member B,CLC2B,Q92478,9976,CLEC2B,Human,RFU
LILRA5.7787.25.3,7787.25,3,SL018231,Leukocyte immunoglobulin-like receptor subfamily A member 5,LIRA5,A6NI73,353514,LILRA5,Human,RFU
PRDX4.7789.182.3,7789.182,3,SL007394,Peroxiredoxin-4,PRDX4,Q13162,10549,PRDX4,Human,RFU
LIF.7790.21.3,7790.21,3,SL003185,Leukemia inhibitory factor,LIF,P15018,3976,LIF,Human,RFU
CCDC90B.7792.58.3,7792.58,3,SL018258,"Coiled-coil domain-containing protein 90B, mitochondrial",CC90B,Q9GZT6,60492,CCDC90B,Human,RFU
KLRC3.7795.14.3,7795.14,3,SL018232,NKG2-E type II integral membrane protein,NKG2E,Q07444,3823,KLRC3,Human,RFU
CD79A.7796.10.3,7796.1,3,SL011613,B-cell antigen receptor complex-associated protein alpha chain,CD79A,P11912,973,CD79A,Human,RFU
CCDC167.7797.11.3,7797.11,3,SL018243,Coiled-coil domain-containing protein 167,CC167,Q9P0B6,154467,CCDC167,Human,RFU
RAET1E.7800.85.3,7800.85,3,SL018259,NKG2D ligand 4,N2DL4,Q8TD07,135250,RAET1E,Human,RFU
FAM107B.7801.30.3,7801.3,3,SL016129,Protein FAM107B,FAM107B,Q9H098,83641,FAM107B,Human,RFU
NSG1.7802.53.3,7802.53,3,SL011104,Neuron-specific protein family member 1,NSG1,P42857,27065,NSG1,Human,RFU
CHST1.7803.4.3,7803.4,3,SL007015,Carbohydrate sulfotransferase 1,CHST1,O43916,8534,CHST1,Human,RFU
GOSR1.7805.52.3,7805.52,3,SL004933,Golgi SNAP receptor complex member 1,GOS-28,O95249,9527,GOSR1,Human,RFU
B4GALT7.7806.33.3,7806.33,3,SL018246,"Beta-1,4-galactosyltransferase 7",B4GT7,Q9UBV7,11285,B4GALT7,Human,RFU
GLCE.7808.5.3,7808.5,3,SL018260,D-glucuronyl C5-epimerase,GLCE,O94923,26035,GLCE,Human,RFU
SPATA9.7809.22.3,7809.22,3,SL018265,Spermatogenesis-associated protein 9,SPAT9,Q9BWV2,83890,SPATA9,Human,RFU
C1QTNF5.7810.20.3,7810.2,3,SL005573,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Q9BXJ0,114902,C1QTNF5,Human,RFU
IGFBPL1.7815.49.3,7815.49,3,SL012749,Insulin-like growth factor-binding protein-like 1,IBPL1,Q8WX77,347252,IGFBPL1,Human,RFU
TMEM27.7816.23.3,7816.23,3,SL008481,Collectrin,TMM27,Q9HBJ8,57393,TMEM27,Human,RFU
CCNC.7817.36.3,7817.36,3,SL017609,Cyclin-C,CCNC,P24863,892,CCNC,Human,RFU
GBP6.7818.101.3,7818.101,3,SL018271,Guanylate-binding protein 6,GBP6,Q6ZN66,163351,GBP6,Human,RFU
C1D.7821.6.3,7821.6,3,SL018244,Nuclear nucleic acid-binding protein C1D,C1D,Q13901,10438,C1D,Human,RFU
HRASLS2.7822.11.3,7822.11,3,SL018247,HRAS-like suppressor 2,HRSL2,Q9NWW9,54979,HRASLS2,Human,RFU
ST6GALNAC2.7823.22.3,7823.22,3,SL018255,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SIA7B,Q9UJ37,10610,ST6GALNAC2,Human,RFU
MSRB3.7824.88.3,7824.88,3,SL018261,Methionine-R-sulfoxide reductase B3,MSRB3,Q8IXL7,253827,MSRB3,Human,RFU
ABHD12.7825.7.3,7825.7,3,SL018266,Monoacylglycerol lipase ABHD12,ABD12,Q8N2K0,26090,ABHD12,Human,RFU
DCLK3.7826.1.3,7826.1,3,SL018272,Serine/threonine-protein kinase DCLK3,DCLK3,Q9C098,85443,DCLK3,Human,RFU
BNIP3L.7835.2.3,7835.2,3,SL007018,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,BNI3L,O60238,665,BNIP3L,Human,RFU
SMR3A.7838.27.3,7838.27,3,SL012804,Submaxillary gland androgen-regulated protein 3A,SMR3A,Q99954,26952,SMR3A,Human,RFU
FAM19A3.7839.99.3,7839.99,3,SL012637,Protein FAM19A3,F19A3,Q7Z5A8,284467,FAM19A3,Human,RFU
ESAM.7841.84.3,7841.84,3,SL005160,Endothelial cell-selective adhesion molecule,ESAM,Q96AP7,90952,ESAM,Human,RFU
SERF1A.7842.52.3,7842.52,3,SL007045,Small EDRK-rich factor 1,SERF1,O75920,728492,SERF1A,Human,RFU
PSG11.7846.44.3,7846.44,3,SL009418,Pregnancy-specific beta-1-glycoprotein 11,PSG11,Q9UQ72,5680,PSG11,Human,RFU
TAC3.7847.66.3,7847.66,3,SL008362,Tachykinin-3,TKNK,Q9UHF0,6866,TAC3,Human,RFU
QPCT.7849.3.3,7849.3,3,SL005409,Glutaminyl-peptide cyclotransferase,Glutaminyl cyclase,Q16769,25797,QPCT,Human,RFU
COX4I2.7850.1.3,7850.1,3,SL018273,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial",COX42,Q96KJ9,84701,COX4I2,Human,RFU
ANKRD46.7851.30.3,7851.3,3,SL018278,Ankyrin repeat domain-containing protein 46,ANR46,Q86W74,157567,ANKRD46,Human,RFU
SCO1.7853.19.3,7853.19,3,SL018291,"Protein SCO1 homolog, mitochondrial",SCO1,O75880,6341,SCO1,Human,RFU
NCR3LG1.7854.38.3,7854.38,3,SL018292,Natural cytotoxicity triggering receptor 3 ligand 1,NR3L1,Q68D85,374383,NCR3LG1,Human,RFU
FAM151A.7856.51.3,7856.51,3,SL018294,Protein FAM151A,F151A,Q8WW52,338094,FAM151A,Human,RFU
NTS.7857.22.3,7857.22,3,SL012431,Neurotensin/neuromedin N,NEUT,P30990,4922,NTS,Human,RFU
HERC4.7860.9.3,7860.9,3,SL018285,Probable E3 ubiquitin-protein ligase HERC4,HERC4,Q5GLZ8,26091,HERC4,Human,RFU
ROR2.7861.9.3,7861.9,3,SL008955,Tyrosine-protein kinase transmembrane receptor ROR2,ROR2,Q01974,4920,ROR2,Human,RFU
PGRMC1.7863.50.3,7863.5,3,SL008875,Membrane-associated progesterone receptor component 1,PGRC1,O00264,10857,PGRMC1,Human,RFU
SIGLEC8.7864.3.3,7864.3,3,SL018297,Sialic acid-binding Ig-like lectin 8,SIGL8,Q9NYZ4,27181,SIGLEC8,Human,RFU
PLA2G16.7865.126.3,7865.126,3,SL014840,HRAS-like suppressor 3,HRSL3,P53816,11145,PLA2G16,Human,RFU
DNAJC30.7866.11.3,7866.11,3,SL018279,DnaJ homolog subfamily C member 30,DJC30,Q96LL9,84277,DNAJC30,Human,RFU
ST6GALNAC1.7867.154.3,7867.154,3,SL015271,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",SIA7A,Q9NSC7,55808,ST6GALNAC1,Human,RFU
TMEM132A.7871.16.3,7871.16,3,SL008988,Transmembrane protein 132A,T132A,Q24JP5,54972,TMEM132A,Human,RFU
NUDT8.7872.5.3,7872.5,3,SL018274,Nucleoside diphosphate-linked moiety X motif 8,NUDT8,Q8WV74,254552,NUDT8,Human,RFU
TSSK2.7873.32.3,7873.32,3,SL018280,Testis-specific serine/threonine-protein kinase 2,TSSK2,Q96PF2,23617,TSSK2,Human,RFU
SEC61B.7878.2.3,7878.2,3,SL018295,Protein transport protein Sec61 subunit beta,SC61B,P60468,10952,SEC61B,Human,RFU
CYP3A4.7879.12.3,7879.12,3,SL000398,Cytochrome P450 3A4,Cytochrome P450 3A4,P08684,1576,CYP3A4,Human,RFU
PSMA1.7880.9.3,7880.9,3,SL010973,Proteasome subunit alpha type-1,PSA1,P25786,5682,PSMA1,Human,RFU
PARP16.7881.244.3,7881.244,3,SL018281,Mono [ADP-ribose] polymerase PARP16,PAR16,Q8N5Y8,54956,PARP16,Human,RFU
SPTLC1.7886.26.3,7886.26,3,SL016373,Serine palmitoyltransferase 1,SPTC1,O15269,10558,SPTLC1,Human,RFU
COX5B.7887.57.3,7887.57,3,SL014700,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,P10606,1329,COX5B,Human,RFU
COA3.7888.58.3,7888.58,3,SL018275,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",CCD56,Q9Y2R0,28958,COA3,Human,RFU
DPP10.7890.68.3,7890.68,3,SL018287,Inactive dipeptidyl peptidase 10,DPP10,Q8N608,57628,DPP10,Human,RFU
UGT1A6.7891.45.3,7891.45,3,SL000609,UDP-glucuronosyltransferase 1-6,UGT 1A6,P19224,54578,UGT1A6,Human,RFU
KIAA1467.7892.132.3,7892.132,3,SL018293,Protein FAM234B,K1467,A2RU67,57613,KIAA1467,Human,RFU
MRAP.7895.108.3,7895.108,3,SL018298,Melanocortin-2 receptor accessory protein,MRAP,Q8TCY5,4043,MRAP,Human,RFU
DLG3.7897.75.3,7897.75,3,SL006681,Disks large homolog 3,DLG3,Q92796,1741,DLG3,Human,RFU
MDM1.7898.29.3,7898.29,3,SL018288,Nuclear protein MDM1,MDM1,Q8TC05,56890,MDM1,Human,RFU
VAMP3.7903.18.3,7903.18,3,SL007454,Vesicle-associated membrane protein 3,VAMP3,Q15836,9341,VAMP3,Human,RFU
LRFN1.7910.41.3,7910.41,3,SL018296,Leucine-rich repeat and fibronectin type III domain-containing protein 1,LRFN1,Q9P244,57622,LRFN1,Human,RFU
AMY1A.7918.114.3,7918.114,3,SL005114,Alpha-amylase 1,"Amylase, alpha 1A",P04745,276,AMY1A,Human,RFU
ST8SIA2.7920.30.3,7920.3,3,SL018316,"Alpha-2,8-sialyltransferase 8B",SIA8B,Q92186,8128,ST8SIA2,Human,RFU
FJX1.7921.65.3,7921.65,3,SL006317,Four-jointed box protein 1,FJX1,Q86VR8,24147,FJX1,Human,RFU
SEMA4C.7923.41.3,7923.41,3,SL018333,Semaphorin-4C,SEM4C,Q9C0C4,54910,SEMA4C,Human,RFU
CD3G.7924.7.3,7924.7,3,SL007099,T-cell surface glycoprotein CD3 gamma chain,CD3G,P09693,917,CD3G,Human,RFU
SMCO2.7925.18.3,7925.18,3,SL018348,Single-pass membrane and coiled-coil domain-containing protein 2,CL070,A6NFE2,341346,SMCO2,Human,RFU
SPINT3.7926.13.3,7926.13,3,SL012439,Kunitz-type protease inhibitor 3,SPIT3,P49223,10816,SPINT3,Human,RFU
ST6GALNAC5.7927.16.3,7927.16,3,SL018308,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",SIA7E,Q9BVH7,81849,ST6GALNAC5,Human,RFU
TPST1.7928.183.3,7928.183,3,SL007023,Protein-tyrosine sulfotransferase 1,TPST1,O60507,8460,TPST1,Human,RFU
EXOSC1.7930.3.3,7930.3,3,SL018327,Exosome complex component CSL4,EXOS1,Q9Y3B2,51013,EXOSC1,Human,RFU
SYT8.7932.23.3,7932.23,3,SL018340,Synaptotagmin-8,SYT8,Q8NBV8,90019,SYT8,Human,RFU
NDRG4.7934.11.3,7934.11,3,SL018360,Protein NDRG4,NDRG4,Q9ULP0,65009,NDRG4,Human,RFU
LARGE.7935.26.3,7935.26,3,SL018309,Glycosyltransferase-like protein LARGE1,LARGE,O95461,9215,LARGE,Human,RFU
PQLC2L.7939.1.3,7939.1,3,SL018334,Putative uncharacterized protein PQLC2L,CC055,A1A4F0,152078,PQLC2L,Human,RFU
CUZD1.7943.16.3,7943.16,3,SL018361,CUB and zona pellucida-like domain-containing protein 1,CUZD1,Q86UP6,50624,CUZD1,Human,RFU
KIR3DL3.7944.1.3,7944.1,3,SL018310,Killer cell immunoglobulin-like receptor 3DL3,KI3L3,Q8N743,115653,KIR3DL3,Human,RFU
SEMA6A.7945.10.3,7945.1,3,SL005214,Semaphorin-6A,Semaphorin-6A,Q9H2E6,57556,SEMA6A,Human,RFU
ENTHD2.7947.19.3,7947.19,3,SL018328,AP-4 complex accessory subunit tepsin,AP4AT,Q96N21,146705,ENTHD2,Human,RFU
GLTPD2.7948.129.3,7948.129,3,SL010876,Glycolipid transfer protein domain-containing protein 2,GLTD2,A6NH11,388323,GLTPD2,Human,RFU
BTNL9.7950.142.3,7950.142,3,SL018352,Butyrophilin-like protein 9,BTNL9,Q6UXG8,153579,BTNL9,Human,RFU
VTI1A.7952.2.3,7952.2,3,SL018311,Vesicle transport through interaction with t-SNAREs homolog 1A,VTI1A,Q96AJ9,143187,VTI1A,Human,RFU
SLAMF1.7953.20.3,7953.2,3,SL018318,Signaling lymphocytic activation molecule,SLAF1,Q13291,6504,SLAMF1,Human,RFU
ITIH1.7955.195.3,7955.195,3,SL004710,Inter-alpha-trypsin inhibitor heavy chain H1,ITI heavy chain H1,P19827,3697,ITIH1,Human,RFU
MINOS1.7956.11.3,7956.11,3,SL018336,MICOS complex subunit MIC10,MOS1,Q5TGZ0,440574,MINOS1,Human,RFU
SCG3.7957.2.3,7957.2,3,SL012750,Secretogranin-3,SCG3,Q8WXD2,29106,SCG3,Human,RFU
CDH7.7959.34.3,7959.34,3,SL007764,Cadherin-7,CADH7,Q9ULB5,1005,CDH7,Human,RFU
SPINK8.7962.11.3,7962.11,3,SL018323,Serine protease inhibitor Kazal-type 8,ISK8,P0C7L1,646424,SPINK8,Human,RFU
TTMP.7963.36.3,7963.36,3,SL018329,TPA-induced transmembrane protein,TTMP,Q5BVD1,79669,TTMP,Human,RFU
CRTAM.7968.15.3,7968.15,3,SL014208,Cytotoxic and regulatory T-cell molecule,CRTAM,O95727,56253,CRTAM,Human,RFU
ART3.7970.315.3,7970.315,3,SL018330,Ecto-ADP-ribosyltransferase 3,NAR3,Q13508,419,ART3,Human,RFU
UNC5A.7975.97.3,7975.97,3,SL018363,Netrin receptor UNC5A,UNC5A,Q6ZN44,90249,UNC5A,Human,RFU
B3GNT2.7980.72.3,7980.72,3,SL018338,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",B3GN2,Q9NY97,10678,B3GNT2,Human,RFU
B3GALT6.7981.230.3,7981.23,3,SL018344,"Beta-1,3-galactosyltransferase 6",B3GT6,Q96L58,126792,B3GALT6,Human,RFU
MRPL32.7982.10.3,7982.1,3,SL018355,"39S ribosomal protein L32, mitochondrial",RM32,Q9BYC8,64928,MRPL32,Human,RFU
PCDHGC5.7983.1.3,7983.1,3,SL015369,Protocadherin gamma-C5,PCDGM,Q9Y5F6,56097,PCDHGC5,Human,RFU
NAALAD2.7986.98.3,7986.98,3,SL018325,N-acetylated-alpha-linked acidic dipeptidase 2,NALD2,Q9Y3Q0,10003,NAALAD2,Human,RFU
C1orf226.7989.5.3,7989.5,3,SL018345,Uncharacterized protein C1orf226,CA226,A1L170,400793,C1orf226,Human,RFU
IQCF1.7991.54.3,7991.54,3,SL018364,IQ domain-containing protein F1,IQCF1,Q8N6M8,132141,IQCF1,Human,RFU
TMIE.7992.3.3,7992.3,3,SL018315,Transmembrane inner ear expressed protein,TMIE,Q8NEW7,259236,TMIE,Human,RFU
ASTL.7993.23.3,7993.23,3,SL018319,Astacin-like metalloendopeptidase,ASTL,Q6HA08,431705,ASTL,Human,RFU
ERO1LB.7994.41.3,7994.41,3,SL018326,ERO1-like protein beta,ERO1B,Q86YB8,56605,ERO1LB,Human,RFU
VWC2L.7995.16.3,7995.16,3,SL018331,von Willebrand factor C domain-containing protein 2-like,VWC2L,B2RUY7,402117,VWC2L,Human,RFU
ENTPD1.7999.23.3,7999.23,3,SL010371,Ectonucleoside triphosphate diphosphohydrolase 1,CD39,P49961,953,ENTPD1,Human,RFU
KIR2DL5A.8000.17.3,8000.17,3,SL018254,Killer cell immunoglobulin-like receptor 2DL5A,KI2LA,Q8N109,57292,KIR2DL5A,Human,RFU
TMPRSS5.8002.27.3,8002.27,3,SL010382,Transmembrane protease serine 5,Spinesin,Q9H3S3,80975,TMPRSS5,Human,RFU
LGI3.8003.57.3,8003.57,3,SL012685,Leucine-rich repeat LGI family member 3,LGI3,Q8N145,203190,LGI3,Human,RFU
GAPDHS.8004.15.3,8004.15,3,SL009421,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",G3PT,O14556,26330,GAPDHS,Human,RFU
MXRA7.8005.1.3,8005.1,3,SL018347,Matrix-remodeling-associated protein 7,MXRA7,P84157,439921,MXRA7,Human,RFU
DNAJB12.8006.12.3,8006.12,3,SL018358,DnaJ homolog subfamily B member 12,DJB12,Q9NXW2,54788,DNAJB12,Human,RFU
HRK.8008.28.3,8008.28,3,SL006958,Activator of apoptosis harakiri,HRK,O00198,8739,HRK,Human,RFU
SURF1.8009.121.3,8009.121,3,SL018320,Surfeit locus protein 1,SURF1,Q15526,6834,SURF1,Human,RFU
LMAN2L.8013.9.3,8013.9,3,SL016518,VIP36-like protein,LMA2L,Q9H0V9,81562,LMAN2L,Human,RFU
MANEA.8014.359.3,8014.359,3,SL018359,"Glycoprotein endo-alpha-1,2-mannosidase",MANEA,Q5SRI9,79694,MANEA,Human,RFU
CHCHD2.8015.144.3,8015.144,3,SL018365,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,CHCH2,Q9Y6H1,51142,CHCHD2,Human,RFU
DNAJC4.8016.19.3,8016.19,3,SL018376,DnaJ homolog subfamily C member 4,DNJC4,Q9NNZ3,3338,DNAJC4,Human,RFU
VSIG2.8018.43.3,8018.43,3,SL018397,V-set and immunoglobulin domain-containing protein 2,VSIG2,Q96IQ7,23584,VSIG2,Human,RFU
STMN3.8019.73.3,8019.73,3,SL018403,Stathmin-3,STMN3,Q9NZ72,50861,STMN3,Human,RFU
MRPL14.8021.59.3,8021.59,3,SL018411,"39S ribosomal protein L14, mitochondrial",RM14,Q6P1L8,64928,MRPL14,Human,RFU
TPST2.8024.64.3,8024.64,3,SL011109,Protein-tyrosine sulfotransferase 2,TPST2,O60704,8459,TPST2,Human,RFU
SPINK5.8028.22.3,8028.22,3,SL009201,Serine protease inhibitor Kazal-type 5,SPINK5,Q9NQ38,11005,SPINK5,Human,RFU
CEACAM1.8031.11.3,8031.11,3,SL002620,Carcinoembryonic antigen-related cell adhesion molecule 1,CEACAM1,P13688,634,CEACAM1,Human,RFU
DNAJC18.8033.1.3,8033.1,3,SL018389,DnaJ homolog subfamily C member 18,DJC18,Q9H819,202052,DNAJC18,Human,RFU
DRGX.8034.6.3,8034.6,3,SL018398,Dorsal root ganglia homeobox protein,DRGX,A6NNA5,644168,DRGX,Human,RFU
C1orf198.8035.6.3,8035.6,3,SL011295,Uncharacterized protein C1orf198,CA198,Q9H425,84886,C1orf198,Human,RFU
NSDHL.8038.41.3,8038.41,3,SL014973,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,Q15738,50814,NSDHL,Human,RFU
FAM177A1.8039.41.3,8039.41,3,SL018368,Protein FAM177A1,F177A,Q8N128,283635,FAM177A1,Human,RFU
LEMD1.8040.9.3,8040.9,3,SL015848,LEM domain-containing protein 1,LEMD1,Q68G75,93273,LEMD1,Human,RFU
FNDC5.8041.5.3,8041.5,3,SL018390,Fibronectin type III domain-containing protein 5,FNDC5,Q8NAU1,252995,FNDC5,Human,RFU
SPINK9.8042.88.3,8042.88,3,SL018399,Serine protease inhibitor Kazal-type 9,ISK9,Q5DT21,643394,SPINK9,Human,RFU
XG.8044.90.3,8044.9,3,SL018409,Glycoprotein Xg,XG,P55808,7499,XG,Human,RFU
LGALS1.8046.9.3,8046.9,3,SL001912,Galectin-1,Galectin-1,P09382,3956,LGALS1,Human,RFU
AGGF1.8051.10.3,8051.1,3,SL007529,Angiogenic factor with G patch and FHA domains 1,AGGF1,Q8N302,55109,AGGF1,Human,RFU
DNAJB14.8053.16.3,8053.16,3,SL018412,DnaJ homolog subfamily B member 14,DJB14,Q8TBM8,79982,DNAJB14,Human,RFU
DGCR2.8055.33.3,8055.33,3,SL018370,Integral membrane protein DGCR2/IDD,IDD,P98153,9993,DGCR2,Human,RFU
USE1.8057.78.3,8057.78,3,SL018393,Vesicle transport protein USE1,USE1,Q9NZ43,55850,USE1,Human,RFU
THPO.8059.1.3,8059.1,3,SL000598,Thrombopoietin,Tpo,P40225,7066,THPO,Human,RFU
NRG2.8060.7.3,8060.7,3,SL013710,"Pro-neuregulin-2, membrane-bound isoform",NRG2,O14511,9542,NRG2,Human,RFU
FAM171B.8061.102.3,8061.102,3,SL018413,Protein FAM171B,F171B,Q6P995,165215,FAM171B,Human,RFU
PVR.8064.125.3,8064.125,3,SL004634,Poliovirus receptor,Poliovirus receptor,P15151,5817,PVR,Human,RFU
PATE4.8065.245.3,8065.245,3,SL018401,Prostate and testis expressed protein 4,PATE4,P0C8F1,399968,PATE4,Human,RFU
KCNE3.8067.21.3,8067.21,3,SL008371,Potassium voltage-gated channel subfamily E member 3,KCNE3,Q9Y6H6,10008,KCNE3,Human,RFU
KIAA1161.8068.43.3,8068.43,3,SL018414,Uncharacterized family 31 glucosidase KIAA1161,K1161,Q6NSJ0,57462,KIAA1161,Human,RFU
CD3E.8069.85.3,8069.85,3,SL007084,T-cell surface glycoprotein CD3 epsilon chain,CD3E,P07766,916,CD3E,Human,RFU
MZT1.8072.19.3,8072.19,3,SL018394,Mitotic-spindle organizing protein 1,MZT1,Q08AG7,440145,MZT1,Human,RFU
TMEM70.8074.32.3,8074.32,3,SL018405,"Transmembrane protein 70, mitochondrial",TMM70,Q9BUB7,54968,TMEM70,Human,RFU
SPACA3.8076.4.3,8076.4,3,SL007524,Sperm acrosome membrane-associated protein 3,SACA3,Q8IXA5,124912,SPACA3,Human,RFU
C6orf226.8078.15.3,8078.15,3,SL018373,Uncharacterized protein C6orf226,CF226,Q5I0X4,441150,C6orf226,Human,RFU
EID3.8079.39.3,8079.39,3,SL018383,EP300-interacting inhibitor of differentiation 3,EID3,Q8N140,493861,EID3,Human,RFU
MSMP.8080.24.3,8080.24,3,SL011622,Prostate-associated microseminoprotein,PSMP,Q1L6U9,692094,MSMP,Human,RFU
PLD5.8081.55.3,8081.55,3,SL018402,Inactive phospholipase D5,PLD5,Q8N7P1,200150,PLD5,Human,RFU
ITM2B.8086.49.3,8086.49,3,SL008714,Integral membrane protein 2B,ITM2B,Q9Y287,9445,ITM2B,Human,RFU
RNF13.8087.250.3,8087.25,3,SL018374,E3 ubiquitin-protein ligase RNF13,RNF13,O43567,11342,RNF13,Human,RFU
C1orf210.8088.56.3,8088.56,3,SL018384,Type III endosome membrane protein TEMP,CA210,Q8IVY1,149466,C1orf210,Human,RFU
NR4A1.8089.173.3,8089.173,3,SL007158,Nuclear receptor subfamily 4 group A member 1,NR4A1,P22736,3164,NR4A1,Human,RFU
KIAA1161.8093.13.3,8093.13,3,SL018414,Uncharacterized family 31 glucosidase KIAA1161,K1161,Q6NSJ0,57462,KIAA1161,Human,RFU
CISD2.8094.20.3,8094.2,3,SL010824,CDGSH iron-sulfur domain-containing protein 2,CISD2,Q8N5K1,493856,CISD2,Human,RFU
LIPN.8097.77.3,8097.77,3,SL018395,Lipase member N,LIPN,Q5VXI9,643418,LIPN,Human,RFU
TBXAS1.8098.37.3,8098.37,3,SL011184,Thromboxane-A synthase,THAS,P24557,6916,TBXAS1,Human,RFU
SSR1.8106.15.3,8106.15,3,SL015513,Translocon-associated protein subunit alpha,SSRA,P43307,6745,SSR1,Human,RFU
TMEM234.8107.12.3,8107.12,3,SL018406,Transmembrane protein 234,TM234,Q8WY98,56063,TMEM234,Human,RFU
C10orf35.8220.15.3,8220.15,3,SL018432,Uncharacterized protein C10orf35,CJ035,Q96D05,219738,C10orf35,Human,RFU
CDHR3.8222.49.3,8222.49,3,SL018447,Cadherin-related family member 3,CDHR3,Q6ZTQ4,222256,CDHR3,Human,RFU
EPHB2.8225.86.3,8225.86,3,SL007179,Ephrin type-B receptor 2,EPHB2,P29323,2048,EPHB2,Human,RFU
UQCC3.8228.10.3,8228.1,3,SL012588,Ubiquinol-cytochrome-c reductase complex assembly factor 3,CK083,Q6UW78,790955,UQCC3,Human,RFU
GXYLT1.8229.1.3,8229.1,3,SL018440,Glucoside xylosyltransferase 1,GXLT1,Q4G148,283464,GXYLT1,Human,RFU
ITIH5.8233.2.3,8233.2,3,SL012651,Inter-alpha-trypsin inhibitor heavy chain H5,ITIH5,Q86UX2,80760,ITIH5,Human,RFU
CHGB.8235.48.3,8235.48,3,SL007079,Secretogranin-1,SCG1,P05060,1114,CHGB,Human,RFU
C18orf32.8236.8.3,8236.8,3,SL018433,UPF0729 protein C18orf32,CR032,Q8TCD1,497661,C18orf32,Human,RFU
CLEC2L.8242.9.3,8242.9,3,SL018459,C-type lectin domain family 2 member L,CLC2L,P0C7M8,154790,CLEC2L,Human,RFU
FUT8.8244.16.3,8244.16,3,SL007643,"Alpha-(1,6)-fucosyltransferase",FUT8,Q9BYC5,2530,FUT8,Human,RFU
ICAM5.8245.27.3,8245.27,3,SL005169,Intercellular adhesion molecule 5,sICAM-5,Q9UMF0,7087,ICAM5,Human,RFU
SIGLEC14.8248.222.3,8248.222,3,SL014292,Sialic acid-binding Ig-like lectin 14,SIG14,Q08ET2,100049587,SIGLEC14,Human,RFU
PTPRJ.8250.2.3,8250.2,3,SL008899,Receptor-type tyrosine-protein phosphatase eta,PTPRJ,Q12913,5795,PTPRJ,Human,RFU
NOTUM.8252.2.3,8252.2,3,SL012580,Palmitoleoyl-protein carboxylesterase NOTUM,NOTUM,Q6P988,147111,NOTUM,Human,RFU
POMGNT1.8253.2.3,8253.2,3,SL018441,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",PMGT1,Q8WZA1,55624,POMGNT1,Human,RFU
MRVI1.8255.34.3,8255.34,3,SL011114,Protein MRVI1,MRVI1,Q9Y6F6,10335,MRVI1,Human,RFU
UXS1.8258.22.3,8258.22,3,SL015084,UDP-glucuronic acid decarboxylase 1,UXS1,Q8NBZ7,80146,UXS1,Human,RFU
B3GNT1.8259.25.3,8259.25,3,SL008475,"Beta-1,4-glucuronyltransferase 1",B3GN1,O43505,11041,B3GNT1,Human,RFU
PDZK1IP1.8260.13.3,8260.13,3,SL018434,PDZK1-interacting protein 1,PDZ1I,Q13113,10158,PDZK1IP1,Human,RFU
STOM.8261.51.3,8261.51,3,SL008866,Erythrocyte band 7 integral membrane protein,STOM,P27105,2040,STOM,Human,RFU
TYMSOS.8263.64.3,8263.64,3,SL018450,TYMS opposite strand protein,CR056,Q8TAI1,494514,TYMSOS,Human,RFU
TMPO.8265.225.3,8265.225,3,SL013037,"Lamina-associated polypeptide 2, isoforms beta/gamma",LAP2B,P42167,7112,TMPO,Human,RFU
HS3ST3A1.8268.98.3,8268.98,3,SL018442,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3SA,Q9Y663,9955,HS3ST3A1,Human,RFU
ARSK.8269.327.3,8269.327,3,SL012602,Arylsulfatase K,ARSK,Q6UWY0,153642,ARSK,Human,RFU
IL31RA.8273.84.3,8273.84,3,SL007540,Interleukin-31 receptor subunit alpha,IL31R,Q8NI17,133396,IL31RA,Human,RFU
STX7.8274.64.3,8274.64,3,SL006066,Syntaxin-7,Syntaxin-7,O15400,8417,STX7,Human,RFU
PEAR1.8275.31.3,8275.31,3,SL018435,Platelet endothelial aggregation receptor 1,PEAR1,Q5VY43,375033,PEAR1,Human,RFU
CLEC5A.8282.15.3,8282.15,3,SL008363,C-type lectin domain family 5 member A,CLC5A,Q9NY25,23601,CLEC5A,Human,RFU
ADCYAP1.8285.64.3,8285.64,3,SL018448,Pituitary adenylate cyclase-activating polypeptide,PACA,P18509,116,ADCYAP1,Human,RFU
